I,TA,VB,TB
1.6797,24.1,3.026273,23.9
1.6797,24.1,3.0261982,23.9
1.6797,24.1,3.0267492,23.9
1.6797,24.1,3.0266946,23.9
1.6803,24.1,3.026981,23.9
1.6803,24.1,3.0272412,23.9
1.6803,24.1,3.0271724,23.9
1.6797,24.1,3.0274358,23.9
1.6797,24.1,3.0277664,23.9
1.68,24.1,3.0279476,23.9
1.6797,24.1,3.0279686,23.9
1.6797,24.1,3.0283294,23.9
1.68,24.1,3.0280186,23.9
1.6797,24.1,3.0282964,23.9
1.68,24.1,3.0284796,23.9
1.68,24.1,3.0286536,23.9
1.68,24.1,3.0288168,23.9
1.6797,24.1,3.0290482,23.9
1.68,24.1,3.0291996,23.9
1.6797,24.1,3.0294132,23.9
1.68,24.1,3.0297544,23.9
1.68,24.1,3.0298392,23.9
1.68,24.1,3.0298346,23.9
1.6797,24.1,3.030144,23.9
1.68,24.1,3.0302574,23.9
1.6797,24.1,3.0306238,23.9
1.68,24.1,3.0302658,23.9
1.68,24.1,3.0306624,23.9
1.6797,24.1,3.0311278,24
1.68,24.1,3.0311614,23.9
1.68,24.1,3.0311714,23.9
1.6797,24.1,3.03127,23.9
1.68,24.1,3.0315848,23.9
1.6797,24.1,3.0316916,23.9
1.68,24.1,3.0316424,23.9
1.68,24.1,3.0318908,23.9
1.68,24.1,3.0323358,23.9
1.68,24.1,3.0322312,23.9
1.68,24.1,3.032514,23.9
1.6797,24.1,3.0324586,23.9
1.6797,24.1,3.0322898,23.9
1.6797,24.1,3.0329154,24
1.6797,24.1,3.032988,23.9
1.6797,24.1,3.0330012,23.9
1.6797,24.1,3.033216,23.9
1.6797,24.1,3.0333144,23.9
1.68,24.1,3.0336052,23.9
1.6797,24.1,3.0337384,23.9
1.6797,24.1,3.0338776,23.9
1.68,24.1,3.033927,23.9
1.6797,24.1,3.0341698,23.9
1.68,24.1,3.0343404,23.9
1.6797,24.1,3.0344642,23.9
1.6797,24.1,3.0341686,23.9
1.6797,24.1,3.0347494,23.9
1.68,24.1,3.03494,23.9
1.6797,24.1,3.0348404,23.9
1.68,24.1,3.0352614,23.9
1.6797,24.1,3.0353274,23.9
1.68,24.1,3.0353874,23.9
1.68,24.1,3.0356922,23.9
1.6797,24.1,3.0360638,23.9
1.68,24.1,3.035983,23.9
1.6797,24.1,3.0362874,23.9
1.6797,24.1,3.03641,23.9
1.6797,24.1,3.0365784,23.9
1.6797,24.1,3.0365268,23.9
1.6797,24.1,3.0368698,23.9
1.68,24.1,3.0368158,23.9
1.6797,24.1,3.037106,23.9
1.6797,24.1,3.0373084,23.9
1.68,24.1,3.0376798,23.9
1.68,24.1,3.0376532,23.9
1.6797,24.1,3.037775,23.9
1.68,24.1,3.0377702,23.9
1.6797,24.1,3.0381688,23.9
1.68,24.1,3.0381148,23.9
1.6797,24.1,3.0381444,23.9
1.68,24.1,3.0385888,23.9
1.6797,24.1,3.0384128,23.9
1.6797,24.1,3.0390294,23.9
1.6797,24.1,3.0391824,23.9
1.6797,24.2,3.0391918,23.9
1.68,24.1,3.0391,23.9
1.68,24.1,3.0392944,23.9
1.6797,24.1,3.0397692,23.9
1.68,24.1,3.039776,23.9
1.68,24.1,3.0400182,23.9
1.68,24.1,3.0401398,23.9
1.68,24.1,3.0400036,23.9
1.68,24.1,3.0404976,23.9
1.6797,24.1,3.0407256,23.9
1.68,24.1,3.0405846,23.9
1.6797,24.1,3.0410946,23.9
1.68,24.2,3.0411626,23.9
1.6797,24.1,3.0411798,23.9
1.6797,24.1,3.0413542,23.9
1.6797,24.1,3.0417258,23.9
1.6797,24.1,3.0413794,23.9
1.68,24.1,3.0419336,23.9
1.68,24.1,3.042048,23.9
1.68,24.1,3.0421278,23.9
1.68,24.1,3.0421608,23.9
1.68,24.1,3.0422956,23.9
1.68,24.2,3.0426562,23.9
1.68,24.2,3.042728,24
1.68,24.1,3.042866,23.9
1.6797,24.1,3.0430688,23.9
1.6797,24.1,3.0430974,23.9
1.68,24.1,3.0432606,23.9
1.6797,24.2,3.0433414,23.9
1.68,24.1,3.043515,23.9
1.6797,24.2,3.0437164,23.9
1.68,24.1,3.0438984,23.9
1.68,24.2,3.0441844,23.9
1.6797,24.2,3.0442316,23.9
1.68,24.1,3.0443482,23.9
1.6797,24.1,3.044518,23.9
1.68,24.1,3.0449658,23.9
1.6797,24.1,3.0449174,23.9
1.6797,24.1,3.0449248,23.9
1.68,24.1,3.0448868,23.9
1.6797,24.1,3.045194,23.9
1.68,24.1,3.0454584,23.9
1.68,24.1,3.0458804,23.9
1.68,24.1,3.0459364,23.9
1.68,24.1,3.0460152,23.9
1.68,24.2,3.0461348,23.9
1.6806,24.2,3.0461096,23.9
1.6794,24.1,3.0462848,23.9
1.68,24.1,3.0462968,23.9
1.6797,24.1,3.0469682,23.9
1.68,24.1,3.046794,24
1.6794,24.1,3.047212,23.9
1.6797,24.1,3.047279,23.9
1.68,24.1,3.0471372,23.9
1.68,24.1,3.0472508,23.9
1.6794,24.1,3.0477702,23.9
1.68,24.1,3.0478046,23.9
1.68,24.1,3.0480748,23.9
1.6794,24.1,3.0481238,23.9
1.68,24.2,3.0483358,23.9
1.68,24.2,3.0482786,23.9
1.6797,24.2,3.0487572,23.9
1.6797,24.2,3.0487886,23.9
1.68,24.1,3.048847,23.9
1.6797,24.2,3.0490318,23.9
1.68,24.2,3.0493766,23.9
1.68,24.2,3.0493698,23.9
1.6797,24.2,3.0493968,23.9
1.68,24.1,3.0495834,23.9
1.68,24.2,3.0494986,23.9
1.6797,24.2,3.050085,23.9
1.68,24.2,3.0502324,23.9
1.6797,24.2,3.0502954,23.9
1.68,24.2,3.0503926,23.9
1.68,24.1,3.0503448,23.9
1.68,24.2,3.05066,23.9
1.6797,24.1,3.050848,23.9
1.6797,24.1,3.0508598,23.9
1.68,24.1,3.0509162,23.9
1.68,24.1,3.050861,23.9
1.68,24.1,3.0512686,23.9
1.68,24.2,3.051398,23.9
1.68,24.1,3.0516088,23.9
1.68,24.2,3.0517042,23.9
1.6797,24.2,3.052047,23.9
1.6797,24.1,3.0519206,23.9
1.6797,24.1,3.0521178,23.9
1.68,24.1,3.0524542,23.9
1.68,24.2,3.052652,23.9
1.68,24.2,3.0528208,23.9
1.68,24.2,3.0526896,23.9
1.68,24.2,3.0529326,23.9
1.6797,24.1,3.0526472,23.9
1.6797,24.1,3.053061,23.9
1.68,24.1,3.0532176,23.9
1.6797,24.2,3.0531988,23.9
1.6797,24.1,3.0537476,23.9
1.68,24.1,3.0537164,23.9
1.68,24.2,3.0540218,23.9
1.68,24.2,3.0540992,23.9
1.6797,24.1,3.0544174,23.9
1.6797,24.2,3.0544734,23.9
1.68,24.2,3.0544196,23.9
1.6797,24.1,3.0547444,23.9
1.6797,24.2,3.0548364,23.9
1.68,24.2,3.0550538,23.9
1.68,24.2,3.055097,23.9
1.68,24.2,3.0553204,23.9
1.6797,24.2,3.0550784,23.9
1.68,24.1,3.0554818,23.9
1.68,24.1,3.055721,23.9
1.68,24.1,3.0558694,23.9
1.6797,24.2,3.056264,23.9
1.68,24.2,3.056059,23.9
1.68,24.1,3.056436,23.9
1.6797,24.2,3.0565324,23.9
1.6797,24.2,3.056694,23.9
1.6797,24.2,3.0566472,23.9
1.6797,24.2,3.0567016,23.9
1.68,24.2,3.0568404,23.9
1.6797,24.2,3.0570746,23.9
1.6797,24.2,3.0571558,23.9
1.68,24.1,3.0572414,23.9
1.68,24.2,3.0575748,23.9
1.68,24.2,3.0575406,23.9
1.6797,24.2,3.0579458,23.9
1.68,24.2,3.0579282,23.9
1.68,24.2,3.0579016,23.9
1.6797,24.2,3.058381,23.9
1.6797,24.2,3.0585292,23.9
1.6803,24.2,3.0585434,23.9
1.68,24.2,3.0585676,23.9
1.6797,24.2,3.058481,23.9
1.6797,24.2,3.0587222,23.9
1.6803,24.2,3.0589964,23.9
1.6797,24.2,3.0593106,23.9
1.6803,24.1,3.059222,23.9
1.6797,24.1,3.0593354,23.9
1.6797,24.2,3.0593636,23.9
1.6797,24.1,3.0596078,23.9
1.6797,24.2,3.0599656,23.9
1.6797,24.1,3.0599792,23.9
1.6803,24.1,3.059971,23.9
1.6803,24.1,3.0604346,23.9
1.6797,24.1,3.0607276,23.9
1.6797,24.1,3.060524,23.9
1.6797,24.1,3.060961,23.9
1.68,24.1,3.0608876,23.9
1.68,24.1,3.0610802,23.9
1.68,24.1,3.0612866,23.9
1.6797,24.2,3.0614862,23.9
1.68,24.1,3.0615624,23.9
1.68,24.2,3.0617698,23.9
1.6797,24.1,3.0617208,23.9
1.68,24.1,3.0616536,23.9
1.6797,24.1,3.0618326,23.9
1.6797,24.1,3.062203,23.9
1.68,24.1,3.0620092,23.9
1.68,24.1,3.0622582,23.9
1.68,24.1,3.0625158,23.9
1.6797,24.1,3.0627502,23.9
1.6797,24.1,3.0628182,23.9
1.6797,24.1,3.0631596,23.9
1.6797,24.1,3.0632274,23.9
1.68,24.1,3.0632554,23.9
1.6797,24.1,3.0636122,23.9
1.6797,24.1,3.0635144,23.9
1.6797,24.1,3.063357,23.9
1.68,24.1,3.0639394,23.9
1.68,24.1,3.064083,23.9
1.6797,24.1,3.0642604,23.9
1.6797,24.1,3.064307,23.9
1.68,24.1,3.0643378,23.9
1.6797,24.1,3.0646132,23.9
1.68,24.1,3.0647406,23.9
1.68,24.1,3.0648362,23.9
1.68,24.1,3.0649284,23.9
1.6797,24.1,3.0650406,23.9
1.6806,24.1,3.0653576,23.9
1.6797,24.1,3.065666,23.9
1.6806,24.1,3.0652686,23.9
1.6797,24.1,3.0655468,23.9
1.6797,24.1,3.065826,23.9
1.6803,24.1,3.065865,23.9
1.6797,24.1,3.0660292,23.9
1.6797,24.1,3.0664146,23.9
1.6803,24.1,3.0663416,23.9
1.6797,24.1,3.0662712,23.9
1.6797,24.1,3.066612,23.9
1.6803,24.1,3.0667458,23.9
1.6797,24.1,3.0666992,23.9
1.6803,24.1,3.067109,23.9
1.6797,24.1,3.066716,23.9
1.6797,24.1,3.0671112,23.9
1.6797,24.1,3.0672128,23.9
1.6791,24.1,3.067378,23.9
1.68,24.1,3.067369,23.9
1.68,24.1,3.0677714,23.9
1.6797,24.1,3.0680232,23.9
1.6797,24.1,3.0677204,23.9
1.6797,24.1,3.0681166,23.9
1.68,24.1,3.06833,23.9
1.6797,24.1,3.0683772,23.9
1.6803,24.1,3.0685752,23.9
1.6797,24.1,3.0686724,23.9
1.6803,24.1,3.0687026,23.9
1.6797,24.1,3.0688274,23.9
1.6797,24.1,3.0687766,23.9
1.68,24.1,3.0692454,23.9
1.6797,24.1,3.0693856,23.9
1.6797,24.1,3.069479,23.9
1.68,24.1,3.0696728,23.9
1.6797,24.1,3.069788,23.9
1.6797,24.1,3.0699408,23.9
1.68,24.1,3.070141,23.9
1.6797,24.1,3.0700324,23.9
1.6797,24.1,3.070374,23.9
1.6797,24.1,3.070768,23.9
1.68,24.1,3.0708408,23.9
1.6797,24.1,3.0708904,23.9
1.68,24.1,3.0710368,23.9
1.68,24.1,3.0712402,23.9
1.68,24.1,3.0712312,23.9
1.6797,24.1,3.0711908,23.9
1.68,24.1,3.0716364,23.9
1.68,24.1,3.0717562,23.9
1.6797,24.1,3.0718004,23.9
1.6797,24.1,3.0718356,23.9
1.68,24.1,3.072,23.9
1.68,24.1,3.0722942,23.9
1.68,24.1,3.072321,23.9
1.68,24.1,3.0723082,23.9
1.68,24.1,3.0725712,23.9
1.68,24.1,3.072647,23.9
1.68,24.1,3.0727606,23.9
1.6797,24.1,3.0730088,23.9
1.6797,24.1,3.073041,23.9
1.6797,24.1,3.0731804,23.9
1.6797,24.1,3.0735468,23.9
1.6797,24.1,3.0736818,23.9
1.6797,24.1,3.0736044,23.9
1.6797,24.1,3.0734454,23.9
1.6797,24.1,3.0737954,23.9
1.68,24.1,3.074041,23.9
1.68,24.1,3.073971,23.9
1.6797,24.1,3.074233,23.9
1.68,24.1,3.0744368,23.9
1.68,24.1,3.0744628,23.9
1.68,24.1,3.0746684,23.9
1.6797,24.1,3.0743436,23.9
1.6797,24.1,3.0749892,23.9
1.6797,24.1,3.0750384,23.9
1.6797,24.1,3.0749444,23.9
1.6797,24.1,3.075156,23.9
1.68,24.1,3.075138,23.9
1.6797,24.1,3.075254,23.9
1.6797,24.1,3.0753872,23.9
1.6803,24.1,3.0757906,23.9
1.6797,24.1,3.0758732,23.9
1.68,24.1,3.0761846,23.9
1.68,24.1,3.0759562,23.9
1.6797,24.1,3.076326,23.9
1.6797,24.1,3.0762844,23.9
1.6797,24.1,3.0761326,23.9
1.6797,24.1,3.076531,23.9
1.6797,24.2,3.0766072,23.9
1.6797,24.1,3.076944,23.9
1.68,24.1,3.0771472,23.9
1.6797,24.1,3.0769488,23.9
1.6803,24.1,3.0771664,23.9
1.6797,24.1,3.0772842,23.9
1.6797,24.1,3.0773006,23.9
1.6797,24.1,3.0775454,23.9
1.6803,24.1,3.0778456,23.9
1.6797,24.2,3.0780506,23.9
1.68,24.1,3.0781204,23.9
1.6797,24.1,3.0780142,23.9
1.68,24.2,3.0782656,23.9
1.6797,24.1,3.0784884,23.9
1.6797,24.2,3.0784144,23.9
1.6803,24.1,3.0787614,23.9
1.6803,24.1,3.0789344,23.9
1.6797,24.1,3.0788286,23.9
1.6803,24.1,3.0789306,23.9
1.6797,24.1,3.0794446,23.9
1.6797,24.1,3.0795134,23.9
1.68,24.1,3.0795408,23.9
1.68,24.1,3.079556,23.9
1.6797,24.1,3.0797882,23.9
1.68,24.1,3.0798514,23.9
1.6803,24.2,3.080045,23.9
1.68,24.2,3.0801236,23.9
1.6797,24.2,3.0802416,23.9
1.6797,24.2,3.0802102,23.9
1.6797,24.2,3.0804464,23.9
1.6797,24.1,3.0806656,23.9
1.6797,24.2,3.080599,23.9
1.68,24.1,3.0811038,23.9
1.68,24.1,3.0809544,23.9
1.68,24.1,3.08112,23.9
1.68,24.1,3.081081,23.9
1.6797,24.2,3.0812186,23.9
1.6797,24.1,3.0814262,23.9
1.68,24.1,3.0817528,23.9
1.6797,24.2,3.082019,23.9
1.6797,24.2,3.0818512,23.9
1.6797,24.2,3.082018,23.9
1.6797,24.1,3.082259,23.9
1.6797,24.1,3.082422,23.9
1.68,24.2,3.0825138,23.9
1.68,24.1,3.0828852,23.9
1.68,24.1,3.0827148,23.9
1.68,24.2,3.0829948,23.9
1.68,24.2,3.0829884,23.9
1.6797,24.2,3.0827478,23.9
1.6797,24.2,3.0832986,23.9
1.6797,24.2,3.0832892,23.9
1.68,24.2,3.0836518,23.9
1.68,24.2,3.0833652,23.9
1.68,24.2,3.0841552,23.9
1.68,24.1,3.0836968,23.9
1.6797,24.1,3.0840644,23.9
1.6797,24.2,3.0839548,23.9
1.6797,24.1,3.0839734,23.9
1.6797,24.2,3.0842352,23.9
1.6797,24.1,3.0842752,23.9
1.68,24.2,3.0842588,23.9
1.6797,24.1,3.0845046,23.9
1.68,24.1,3.0849496,23.9
1.68,24.2,3.0851652,23.9
1.6797,24.2,3.0851354,23.9
1.68,24.2,3.0853168,23.9
1.6797,24.2,3.0853536,23.9
1.68,24.2,3.085537,23.9
1.68,24.2,3.0854692,23.9
1.6797,24.2,3.085959,23.9
1.68,24.1,3.085915,23.9
1.6797,24.1,3.0860954,23.9
1.6797,24.2,3.0860696,23.9
1.68,24.1,3.0860202,23.9
1.6797,24.1,3.086359,23.9
1.68,24.1,3.0865788,23.9
1.68,24.2,3.0865604,23.9
1.6806,24.1,3.0865766,23.9
1.6797,24.1,3.0867096,23.9
1.68,24.2,3.086693,23.9
1.68,24.2,3.0869286,23.9
1.68,24.1,3.0871042,23.9
1.6797,24.1,3.0874952,23.9
1.6803,24.2,3.0875714,23.9
1.6803,24.2,3.0874586,23.9
1.68,24.2,3.0874374,23.9
1.6797,24.1,3.0876764,23.9
1.6797,24.1,3.087737,23.9
1.6797,24.1,3.087924,23.9
1.6797,24.2,3.0881838,23.9
1.6803,24.1,3.088189,23.9
1.6797,24.2,3.0884676,23.9
1.6803,24.2,3.0886198,23.9
1.6797,24.2,3.0885128,23.9
1.6797,24.2,3.0888278,23.9
1.6797,24.1,3.0888932,23.9
1.6803,24.2,3.0889012,23.9
1.6803,24.2,3.0888048,23.9
1.6797,24.2,3.0889802,23.9
1.6797,24.2,3.0892656,23.9
1.6794,24.2,3.0893072,23.9
1.6803,24.1,3.089441,23.9
1.6797,24.1,3.089577,23.9
1.6797,24.1,3.0898376,23.9
1.6797,24.1,3.089654,23.9
1.6803,24.1,3.0899352,23.9
1.6797,24.2,3.0902406,23.9
1.6797,24.1,3.0901954,23.9
1.6797,24.1,3.09044,23.9
1.6797,24.1,3.0904074,23.9
1.6797,24.1,3.0904662,23.9
1.6797,24.1,3.0909296,23.9
1.6797,24.2,3.091072,23.9
1.6797,24.1,3.0910276,23.9
1.6797,24.2,3.0914992,23.9
1.6797,24.1,3.0915588,23.9
1.6797,24.1,3.0916096,23.9
1.6803,24.1,3.0916924,23.9
1.6797,24.2,3.0915634,23.9
1.68,24.1,3.0916778,23.9
1.68,24.1,3.0921912,23.9
1.6797,24.1,3.092238,23.9
1.6797,24.2,3.0925328,23.9
1.6797,24.1,3.092367,23.9
1.6797,24.2,3.0924112,23.9
1.6797,24.1,3.0927438,23.9
1.6797,24.1,3.0927218,23.9
1.6797,24.2,3.0924962,23.9
1.6797,24.1,3.092769,23.9
1.6803,24.2,3.0928346,23.9
1.6803,24.2,3.0930028,23.9
1.6797,24.1,3.0931334,23.9
1.6797,24.1,3.0933988,23.9
1.6797,24.1,3.0935694,23.9
1.6797,24.1,3.0936318,23.9
1.6803,24.2,3.093686,23.9
1.6797,24.1,3.093783,23.9
1.6797,24.1,3.0938746,23.9
1.6797,24.1,3.0939496,23.9
1.6794,24.1,3.094192,23.9
1.6797,24.2,3.0942882,23.9
1.6797,24.1,3.0946224,23.9
1.6803,24.1,3.0947554,23.9
1.6797,24.1,3.094828,23.9
1.6803,24.1,3.0948062,23.9
1.6797,24.1,3.0948618,23.9
1.6797,24.1,3.094799,23.9
1.6797,24.1,3.0952098,23.9
1.6803,24.1,3.0952092,23.9
1.6803,24.1,3.095045,23.9
1.6797,24.1,3.0950744,23.9
1.6797,24.1,3.0954356,23.9
1.6797,24.1,3.0955914,23.9
1.6803,24.1,3.0954888,23.9
1.6797,24.2,3.0959226,23.9
1.6797,24.1,3.0959114,23.9
1.6797,24.1,3.0960656,23.9
1.6797,24.1,3.0961004,23.9
1.6797,24.1,3.0961468,23.9
1.6797,24.1,3.096653,23.9
1.6803,24.2,3.0964946,23.9
1.6797,24.1,3.0968072,23.9
1.6797,24.1,3.0970918,23.9
1.6803,24.1,3.0971376,23.9
1.6803,24.1,3.097283,23.9
1.6797,24.1,3.097353,23.9
1.6797,24.2,3.0976124,23.9
1.6797,24.1,3.0973772,23.9
1.6797,24.1,3.0976918,23.9
1.6797,24.1,3.0980126,23.9
1.6803,24.1,3.0980486,23.9
1.6797,24.1,3.0982498,23.9
1.6797,24.1,3.0982772,23.9
1.6803,24.1,3.0983754,23.9
1.6803,24.1,3.0985694,23.9
1.6803,24.1,3.0983944,23.9
1.6797,24.1,3.0986334,23.9
1.6797,24.1,3.0987398,23.9
1.6803,24.1,3.099089,23.9
1.6797,24.1,3.099062,23.9
1.6797,24.1,3.0992002,23.9
1.6797,24.1,3.0991144,23.9
1.6797,24.1,3.0992698,23.9
1.6797,24.1,3.0994138,23.9
1.6797,24.2,3.0996418,23.9
1.6803,24.1,3.0999246,23.9
1.6797,24.1,3.099956,23.9
1.6803,24.1,3.1001046,23.9
1.6797,24.1,3.1002162,23.9
1.6797,24.1,3.1002872,23.9
1.6797,24.1,3.1001478,23.9
1.6797,24.1,3.1005266,23.9
1.6794,24.1,3.1008426,23.9
1.6797,24.1,3.100776,23.9
1.6803,24.1,3.1008966,23.9
1.68,24.1,3.1009154,23.9
1.6797,24.1,3.1008676,23.9
1.68,24.2,3.1009494,23.9
1.6797,24.1,3.1011228,23.9
1.6803,24.1,3.1011768,23.9
1.6797,24.1,3.1012386,23.9
1.6803,24.1,3.1015258,23.9
1.6803,24.1,3.1016024,23.9
1.6797,24.1,3.1019694,23.9
1.6803,24.1,3.101882,23.9
1.6803,24.1,3.1018212,23.9
1.6797,24.1,3.1019344,23.9
1.6797,24.1,3.1022522,23.9
1.6803,24.1,3.1025176,23.9
1.6797,24.1,3.1024404,23.9
1.6797,24.1,3.1027208,23.9
1.6797,24.1,3.1026072,23.9
1.68,24.1,3.1028314,23.9
1.6797,24.1,3.1028556,23.9
1.68,24.1,3.1029402,23.9
1.6797,24.1,3.1032566,23.9
1.68,24.1,3.103323,23.9
1.6797,24.1,3.1032692,23.9
1.68,24.1,3.1032994,23.9
1.6797,24.1,3.1035778,23.9
1.68,24.1,3.10333,23.9
1.6797,24.1,3.103741,23.9
1.68,24.1,3.1038262,23.9
1.6797,24.1,3.1041056,23.9
1.68,24.1,3.1041156,23.9
1.68,24.1,3.1040886,23.9
1.6797,24.1,3.1042236,23.9
1.68,24.1,3.1046008,23.9
1.68,24.1,3.1046318,23.9
1.68,24.1,3.1045422,23.9
1.68,24.1,3.1049396,23.9
1.6797,24.1,3.1051508,23.9
1.6797,24.1,3.1048956,23.9
1.6797,24.1,3.1051688,23.9
1.68,24.1,3.105248,23.9
1.6797,24.1,3.1049874,23.9
1.6797,24.1,3.105352,23.9
1.68,24.1,3.1055134,23.9
1.68,24.1,3.1055748,23.9
1.68,24.1,3.105853,23.9
1.6797,24.1,3.1057414,23.9
1.68,24.1,3.1059866,23.9
1.68,24.1,3.1059172,23.9
1.68,24.1,3.1062194,23.9
1.68,24.1,3.1060946,23.9
1.68,24.1,3.1064612,23.9
1.68,24.1,3.1065488,23.9
1.6797,24.1,3.1067076,23.9
1.68,24.1,3.1068806,23.9
1.6797,24.1,3.1070542,23.9
1.6797,24.1,3.1071798,23.9
1.6797,24.1,3.107243,23.9
1.6797,24.1,3.1074406,23.9
1.6797,24.1,3.1073328,23.9
1.68,24.1,3.1074612,23.9
1.68,24.1,3.1075876,23.9
1.68,24.1,3.1082482,23.9
1.6797,24.1,3.108091,23.9
1.68,24.1,3.107929,23.9
1.6797,24.1,3.1082098,23.9
1.6797,24.1,3.1082202,23.9
1.6797,24.1,3.1086564,23.9
1.68,24.1,3.1085746,23.9
1.68,24.1,3.1086706,23.9
1.6797,24.1,3.10882,23.9
1.68,24.1,3.1088458,23.9
1.6797,24.1,3.1090662,23.9
1.68,24.2,3.1090832,23.9
1.68,24.1,3.1092524,23.9
1.68,24.2,3.1092008,23.9
1.68,24.1,3.1093446,23.9
1.6797,24.1,3.109419,23.9
1.6797,24.1,3.1095434,23.9
1.68,24.1,3.1096176,23.9
1.6794,24.1,3.109799,23.9
1.68,24.1,3.1100028,23.9
1.68,24.1,3.1100748,23.9
1.68,24.1,3.1101324,23.9
1.6794,24.1,3.110134,23.9
1.68,24.1,3.1104838,23.9
1.68,24.1,3.1104684,23.9
1.68,24.1,3.1104458,23.9
1.68,24.1,3.1107626,23.9
1.6797,24.1,3.1106398,23.9
1.6797,24.1,3.1106298,23.9
1.68,24.1,3.1108914,23.9
1.6797,24.1,3.1111456,23.9
1.6797,24.1,3.1112642,23.9
1.6797,24.1,3.1110648,23.9
1.68,24.1,3.1114332,23.9
1.6797,24.1,3.111308,23.9
1.68,24.1,3.1114694,23.9
1.68,24.1,3.1118592,23.9
1.6797,24.1,3.1118896,23.9
1.6797,24.1,3.111777,23.9
1.68,24.1,3.1120984,23.9
1.68,24.1,3.1121728,23.9
1.68,24.1,3.1123836,23.9
1.68,24.1,3.1124238,23.9
1.6797,24.1,3.1123452,23.9
1.68,24.1,3.1125592,23.9
1.6797,24.2,3.1128962,23.9
1.6797,24.1,3.112479,23.9
1.68,24.2,3.112917,23.9
1.6797,24.1,3.1130934,23.9
1.6797,24.2,3.1130452,23.9
1.6797,24.2,3.1133524,23.9
1.6797,24.2,3.1134794,23.9
1.6797,24.1,3.1134402,23.9
1.68,24.2,3.1135624,23.9
1.6797,24.1,3.1136442,23.9
1.6797,24.2,3.1137926,23.9
1.6797,24.1,3.113622,23.9
1.6797,24.1,3.1142104,23.9
1.68,24.2,3.1142794,23.9
1.6797,24.1,3.1140632,23.9
1.68,24.2,3.1146642,23.9
1.6797,24.1,3.114605,23.9
1.6797,24.1,3.1144698,23.9
1.6797,24.1,3.114876,23.9
1.68,24.2,3.1149952,23.9
1.68,24.2,3.1151142,23.9
1.68,24.1,3.1152902,23.9
1.68,24.2,3.1152998,23.9
1.6803,24.1,3.1154028,23.9
1.6797,24.2,3.1155272,23.9
1.6803,24.1,3.1155498,23.9
1.6797,24.2,3.1158816,23.9
1.68,24.2,3.1159176,23.9
1.6797,24.2,3.1158286,23.9
1.6797,24.1,3.1159628,23.9
1.6797,24.1,3.116203,23.9
1.6797,24.1,3.1163452,23.9
1.6797,24.2,3.116161,23.9
1.6797,24.1,3.1163868,23.9
1.6797,24.2,3.1163692,23.9
1.6797,24.2,3.1166468,23.9
1.6797,24.2,3.1165484,23.9
1.6797,24.1,3.1167794,23.9
1.68,24.2,3.1170542,23.9
1.6797,24.2,3.1171834,23.9
1.68,24.1,3.1170624,23.9
1.6797,24.2,3.1172186,23.9
1.6797,24.2,3.117187,23.9
1.6797,24.1,3.1171966,23.9
1.6797,24.1,3.1178254,23.9
1.6797,24.2,3.117588,23.9
1.6797,24.2,3.1177912,23.9
1.6797,24.2,3.1177354,23.9
1.6797,24.2,3.118086,23.9
1.6797,24.2,3.1183236,23.9
1.6803,24.1,3.118153,23.9
1.68,24.2,3.1183602,23.9
1.68,24.2,3.1183664,23.9
1.6797,24.1,3.1184144,23.9
1.6797,24.1,3.1186238,23.9
1.6797,24.1,3.1185812,23.9
1.6797,24.1,3.1188686,23.9
1.6797,24.1,3.1190786,23.9
1.68,24.1,3.1192578,23.9
1.68,24.2,3.119145,23.9
1.6797,24.1,3.1192342,23.9
1.6797,24.1,3.1192934,23.9
1.6797,24.2,3.1197732,23.9
1.68,24.1,3.1195562,23.9
1.68,24.2,3.119907,23.9
1.6797,24.2,3.1197652,23.9
1.6797,24.1,3.1199218,23.9
1.6797,24.1,3.1200806,23.9
1.6797,24.1,3.1201962,23.9
1.6797,24.1,3.1203392,23.9
1.68,24.1,3.1206394,23.9
1.6797,24.1,3.1202114,23.9
1.68,24.1,3.120645,23.9
1.68,24.1,3.1207638,23.9
1.68,24.1,3.1207604,23.9
1.68,24.1,3.1206258,23.9
1.6797,24.1,3.120962,23.9
1.6797,24.1,3.120996,23.9
1.6797,24.1,3.1213212,23.9
1.68,24.2,3.1212996,23.9
1.6797,24.1,3.1214366,23.9
1.6797,24.2,3.12161,23.9
1.6797,24.1,3.1216714,23.9
1.6797,24.1,3.121722,23.9
1.6797,24.1,3.1217942,23.9
1.68,24.1,3.1218976,23.9
1.6797,24.1,3.1221568,23.9
1.68,24.1,3.1223182,23.9
1.6797,24.1,3.1223612,23.9
1.68,24.1,3.1224642,23.9
1.68,24.1,3.1223832,23.9
1.68,24.1,3.1227416,23.9
1.68,24.1,3.122681,23.9
1.6797,24.1,3.122948,23.9
1.6797,24.1,3.1229544,23.9
1.68,24.1,3.1232526,23.9
1.68,24.1,3.1231256,23.9
1.68,24.1,3.1232374,23.9
1.6797,24.1,3.1231444,23.9
1.68,24.1,3.1231816,23.9
1.68,24.1,3.1235872,23.9
1.68,24.1,3.1237556,23.9
1.68,24.1,3.1234342,23.9
1.68,24.1,3.1237732,23.9
1.68,24.1,3.1238514,23.9
1.6797,24.1,3.123558,23.9
1.68,24.1,3.1239496,23.9
1.6797,24.1,3.1242592,23.9
1.68,24.1,3.1240654,23.9
1.68,24.1,3.12447,23.9
